sq_candidato,grau_instrucao,ocupacao,estado_civil,cor_raca,data_nascimento,foto_url,sites_tse,bens_total,prestacao_total_recebido,prestacao_total_despesas_contratadas,prestacao_total_despesas_pagas,prestacao_data_atualizacao,tse_divulga_url
180002532472,Superior completo,Deputado,Casado(a),BRANCA,1953-02-27,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002532472/PI,https://@FLAVIONOGUEIRAPI | HTTPS://X.COM/FLAVIONPI?S=21 | HTTPS://WWW.FACEBOOK.COM/FLAVIONOGUEIRAPI/?LOCALE=PT_BR | HTTPS://WWW.INSTAGRAM.COM/FLAVIONOGUEIRAPI/,1760878.5,2033395.05,1688623.98,1497607.77,17/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002532472/2026/PI
180002537000,Ensino Médio completo,Outros,Solteiro(a),PARDA,1990-02-21,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002537000/PI,HTTPS://WWW.FACEBOOK.COM/MARCIA.ARAUJO.77736310?RDID=ZFBOHMHTE61FKEW7&SHARE_URL= | HTTPS://WWW.INSTAGRAM.COM/MARCIA.FARAUJO/,,90000,67674.6,47674.6,17/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002537000/2026/PI
180002547868,Superior completo,Professor de Ensino Fundamental,Casado(a),BRANCA,1965-06-19,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002547868/PI,https://instagram.com/jaciramacedopi,57000,6988.78,3650.5,3650.5,14/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002547868/2026/PI
180002548573,Ensino Médio completo,Empresário,Solteiro(a),BRANCA,1966-06-17,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548573/PI,HTTP://WWW.INSTAGRAM.COM/ANTONIODEPADUACARNAUBA,2496800,7000,,,17/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548573/2026/PI
180002548570,Ensino Médio incompleto,Outros,Casado(a),PARDA,1994-07-17,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548570/PI,,,10000,7200,,15/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548570/2026/PI
180002548576,Ensino Médio completo,Empresário,Casado(a),PARDA,1993-02-14,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548576/PI,HTTP://WWW.INSTAGRAM.COM/MAY_LEAO,,53232.98,15416,,17/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548576/2026/PI
180002550678,Ensino Médio completo,Outros,Solteiro(a),PRETA,1970-12-19,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002550678/PI,HTTPS://WWW.FACEBOOK.COM/MARIALUCIA.OLIVEIRASOUZA | HTTPS://WWW.INSTAGRAM.COM/MARIALUCIADEIANSAOYA/,71500,21714.28,22214.28,19214.28,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002550678/2026/PI
180002550675,Superior completo,Enfermeiro,Casado(a),BRANCA,1980-09-29,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002550675/PI,https://www.instagram.com/eunicerocha2026 | HTTPS://WWW.INSTAGRAM.COM/PSOL50_PARNAIBA/,,11289.28,6000,,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002550675/2026/PI
180002544100,Superior completo,Professor de Ensino Fundamental,Casado(a),PARDA,1961-03-03,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002544100/PI,https://INSTAGRAM.COM/LEONIDASQUARESMA/ | https://FACEBOOK.COM/VEREADORPROFLEONIDAS/,670607.65,487768.95,117147.98,147.98,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002544100/2026/PI
180002541414,Ensino Médio incompleto,Dona de Casa,Casado(a),PARDA,1981-01-14,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002541414/PI,https://www.facebook.com/share/19GFuAZT5q | https://www.tiktok.com/@franciscadasilva7?_r=1&_t=ZS-98mRm1iJ228 | https://kwai-video.com/u/@franciscadasil927/YUz8NCYh | https://INSTAGRAM.COM/FRANCISCA.PROTETORA,28.689999999999998,,,,11/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002541414/2026/PI
180002541417,Ensino Médio completo,Policial Militar,Casado(a),PARDA,1972-10-14,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002541417/PI,https://INSTAGRAM.COM/SUBTENENTE_OLIVEIRA | https://TIKTOK.COM/@SUBTENENTEOLIVEIRA72,9.629999999999999,,,,11/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002541417/2026/PI
180002549588,Superior completo,Advogado,Divorciado(a),BRANCA,1969-06-02,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002549588/PI,,,,,,09/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002549588/2026/PI
180002549593,Ensino Médio completo,Empresário,Separado(a) judicialmente,PRETA,1958-04-27,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002549593/PI,,,,,,09/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002549593/2026/PI
180002549589,Superior completo,Trabalhador de Construção Civil,Solteiro(a),PARDA,1973-09-19,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002549589/PI,,,,,,09/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002549589/2026/PI
180002553917,Superior completo,Empresário,Solteiro(a),PARDA,1989-05-22,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002553917/PI,,,20000,19000.5,15000.5,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002553917/2026/PI
180002541692,Superior completo,Empresário,Solteiro(a),BRANCA,1987-12-26,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002541692/PI,https://THREADS.COM/MARIAANJOSSOARES | https://TIKTOK.COM/@MARIA_ANJOS_SOARES,,2485,2300,2300,10/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002541692/2026/PI
180002541691,Superior completo,Professor de Ensino Superior,Casado(a),BRANCA,1964-06-02,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002541691/PI,https://X.COM/SANDRALIMADEVA1 | https://FACEBOOK.COM/SANDRA.RAMOS.92754 | https://INSTAGRAM.COM/SANDRAVASCONCELOSRAMOS | https://FACEBOOK.COM/SANDRA.LVRAMOS,3440.9,3400,3400,3400,10/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002541691/2026/PI
180002548684,Superior completo,Professor de Ensino Fundamental,Solteiro(a),BRANCA,1975-04-11,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548684/PI,,,300000,87848.36,87848.36,11/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548684/2026/PI
180002533964,Superior completo,Deputado,Casado(a),BRANCA,1948-08-25,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002533964/PI,https://julimdopiaui.com.br/ | HTTPS://WWW.FACEBOOK.COM/JULIOCESARLIMADOPIAUI | https://x.com/julio_cesar_pi?s=21 | HTTPS://WWW.INSTAGRAM.COM/JULIOCESARDOPIAUI | https://www.tiktok.com/@juliocesardopiauii | https://www.facebook.com/share/1EX1LfJR4f/?mibextid=wwXIfr | https://www.instagram.com/juliocesardopiaui/,3057528.3000000003,2287840.9,2868268.68,1283144.08,17/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002533964/2026/PI
180002544457,Superior completo,Membro das Forças Armadas,Casado(a),BRANCA,1968-06-23,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002544457/PI,https://INSTAGRAM.COM/MAJORPAULOROBERTO,844.06,6000,17501.5,5001.5,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002544457/2026/PI
180002553753,Superior completo,Servidor Público Estadual,Casado(a),PARDA,1967-01-25,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002553753/PI,https://candidatos.pco.org.br,,,,,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002553753/2026/PI
180002550977,Superior completo,Servidor Público Federal,Divorciado(a),PARDA,1962-11-15,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002550977/PI,HTTPS://WWW.FACEBOOK.COM/MMADALENANUNES | HTTPS://WWW.INSTAGRAM.COM/MADALENA.PSOL/ | https://www.instagram.com/bancadafeminista.pi/,440000,47250,24215,23765,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002550977/2026/PI
180002549995,Superior incompleto,Outros,Solteiro(a),PRETA,1993-06-11,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002549995/PI,HTTPS://WWW.INSTAGRAM.COM/SANTIAGOBELIZARIO/,967.43,4189,,,17/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002549995/2026/PI
180002551955,Ensino Fundamental incompleto,Catador de Recicláveis,Solteiro(a),PRETA,1995-09-11,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002551955/PI,HTTPS://WWW.INSTAGRAM.COM/WALLKNASCIMENTO48/,,11416.66,11417.16,8917.16,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002551955/2026/PI
180002536221,Superior completo,Deputado,Divorciado(a),BRANCA,1969-04-14,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002536221/PI,HTTPS://WWW.INSTAGRAM.COM/DEPUTADAANAPAULA/ | HTTPS://WWW.FACEBOOK.COM/PEOPLE/DEPUTADA-ANA-PAULA/61569502276223/,5338219.9,988500,870841.68,489841.68,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002536221/2026/PI
180002536226,Superior completo,Farmacêutico,Casado(a),BRANCA,1981-08-20,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002536226/PI,HTTPS://WWW.INSTAGRAM.COM/ENEASMAIA/,1250000,303221,182606.6,104606.6,11/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002536226/2026/PI
180002536231,Superior completo,Odontólogo,Casado(a),BRANCA,1986-07-07,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002536231/PI,HTTPS://WWW.TIKTOK.COM/@ANYARASANTOS15199 | HTTPS://WWW.INSTAGRAM.COM/ANYARAASANTOS | HTTPS://WWW.FACEBOOK.COM/61592821970172/,1060447.63,1119405,387042.36,238561.36,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002536231/2026/PI
180002536216,Superior completo,Deputado,Divorciado(a),PARDA,1960-06-21,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002536216/PI,HTTPS://WWW.FACEBOOK.COM/DRHELIOO | HTTPS://WWW.INSTAGRAM.COM/DRHELIOOLIVEIRA,4221162.64,349912,525558.93,57054.83,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002536216/2026/PI
180002533541,Superior completo,Deputado,Casado(a),BRANCA,1974-10-04,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002533541/PI,HTTPS://WWW.INSTAGRAM.COM/FABIOXAVIERPI?IGSH=MWG2ANJKA3UXAZQ1BG== | https://www.facebook.com/fabioxavierpi,631999.08,334921,295461.63,206861.63,14/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002533541/2026/PI
180002533547,Superior completo,Deputado,Solteiro(a),INDÍGENA,1965-08-06,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002533547/PI,https://@LIMMAPIAUI,2846387.25,451958.61,860187.84,77772.42,17/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002533547/2026/PI
180002533546,Superior completo,Deputado,Casado(a),PARDA,1980-10-18,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002533546/PI,HTTPS://WWW.FACEBOOK.COM/SHARE/1N44GYB6PK/?MIBEXTID=WWXLFR | HTTPS://WWW.INSTAGRAM.COM/HELIORODRIGUES13?IGSH=NXK3NJZICX03NMNH,2162128.94,129216.7,138701,72201,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002533546/2026/PI
180002554095,Ensino Médio completo,Outros,Solteiro(a),PARDA,1989-12-07,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002554095/PI,https://www.facebook.com/neryane.santos?rdid=C4zjAZtGEOwdedRq&share_url=https%3A,,,,,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002554095/2026/PI
180002534820,Ensino Médio completo,Empresário,Casado(a),BRANCA,1976-11-13,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002534820/PI,,2372253.39,240000,425100,240000,11/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002534820/2026/PI
180002534813,Superior completo,Pedagogo,Divorciado(a),PARDA,1966-02-09,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002534813/PI,,332730,167020.5,248223.98,150000,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002534813/2026/PI
180002534811,Superior incompleto,Técnico de Laboratório e Raios X,Casado(a),INDÍGENA,1972-04-02,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002534811/PI,,,387243.5,177796.77,107530,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002534811/2026/PI
180002534815,Superior completo,Administrador,Casado(a),PARDA,1973-12-11,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002534815/PI,https://www.tiktok.com/@warton.lacerda?_r=1&_t=ZS-99OhAcSaXdy | https://www.instagram.com/wartonlacerdapi?igsi=ZDRubjFjamFyNWNq&utm_source=qr,55000,216986.33,215224,143414,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002534815/2026/PI
180002548642,Superior incompleto,"Estudante, Bolsista, Estagiário e Assemelhados",Solteiro(a),PARDA,2004-09-05,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548642/PI,https://INSTAGRAM: @JACIELSILVAPI,,100000,72533.5,72533.5,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548642/2026/PI
180002548649,Superior completo,Empresário,Casado(a),BRANCA,1972-02-12,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548649/PI,https://TIKTOK: PEDROAYRESPLPI | https://FACEBOOK: PEDROAYRESPLPI | https://INSTAGRAM: PEDROAYRESPLPI,29769.72,108000,99225.82,99225.82,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548649/2026/PI
180002548647,Superior completo,Militar Reformado,Divorciado(a),BRANCA,1963-02-11,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002548647/PI,https://INSTAGRAM: @ALBERTOLASILVA,,100000,82516.6,82516.6,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002548647/2026/PI
180002552108,Superior completo,Professor de Ensino Médio,Solteiro(a),BRANCA,1956-03-29,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002552108/PI,,,,,,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002552108/2026/PI
180002552104,Superior completo,Empresário,Casado(a),PARDA,1967-12-09,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002552104/PI,HTTP://WWW.INSTAGRAM.COM/PROF.IRAL,750000,5000,4741.8,,16/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002552104/2026/PI
180002551959,Ensino Fundamental incompleto,Empresário,Casado(a),PARDA,1976-08-08,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002551959/PI,HTTP://WWW.INSTAGRAM.COM/EDMILSONDAPROJETOFICIAL,,5000,,,17/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002551959/2026/PI
180002551957,Superior completo,Fisioterapeuta e Terapeuta Ocupacional,Casado(a),PARDA,1993-04-18,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002551957/PI,,,11382.98,5000,,15/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002551957/2026/PI
180002552105,Ensino Fundamental completo,Empresário,Solteiro(a),PARDA,1974-10-09,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002552105/PI,,,11782.98,5400,400,16/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002552105/2026/PI
180002539031,Ensino Médio completo,"Estudante, Bolsista, Estagiário e Assemelhados",Solteiro(a),BRANCA,1998-08-27,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002539031/PI,HTTPS://WWW.TIKTOK.COM/@LYTSONBRENOPI | HTTPS://WWW.INSTAGRAM.COM/LYTSONBRENOPI/ | HTTPS://WWW.YOUTUBE.COM/@LYTSONBRENO22,,255675.67,88001.5,60501.5,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002539031/2026/PI
180002539027,Superior completo,Dona de Casa,Casado(a),PRETA,1978-03-13,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002539027/PI,HTTPS://WWW.INSTAGRAM.COM/ANA_CAMBOA/,150000,590105.67,324459.56,220676.5,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002539027/2026/PI
180002539041,Ensino Médio completo,Dona de Casa,Viúvo(a),PARDA,1976-04-25,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002539041/PI,HTTPS://WWW.INSTAGRAM.COM/TINADUARTEM/,,565458.77,256336.02,96601.06,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002539041/2026/PI
180002539019,Superior completo,Médico,Solteiro(a),BRANCA,1990-07-22,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002539019/PI,https://zefernando.com.br/ | HTTPS://WWW.INSTAGRAM.COM/ZEFERNANDOBRITO11/,2358094.99,1059600,712710.8,627560.8,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002539019/2026/PI
180002539029,Ensino Médio completo,Outros,Casado(a),BRANCA,1971-12-29,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002539029/PI,HTTPS://WWW.INSTAGRAM.COM/QUEMQUEMDOPOVO/ | HTTPS://WWW.FACEBOOK.COM/QUEMQUEMDOPOVO/ | https://TVQUEM.COM,,172335.67,15000,,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002539029/2026/PI
180002539032,Superior completo,Advogado,Casado(a),BRANCA,1982-03-11,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002539032/PI,HTTPS://WWW.FACEBOOK.COM/ROBERTO.LEAO.96/ | HTTPS://WWW.INSTAGRAM.COM/ROBERTOLEAO11/,196523.61,388328.33,163331.5,95581.5,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002539032/2026/PI
180002539024,Superior completo,Médico,Casado(a),BRANCA,1985-05-14,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002539024/PI,HTTPS://WWW.INSTAGRAM.COM/DRERIVELTOBARROS/ | HTTPS://WWW.FACEBOOK.COM/DRERIVELTOBARROS/,217685.34,1085875.67,248986.6,121215.6,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002539024/2026/PI
180002539017,Superior incompleto,Jornalista e Redator,Solteiro(a),PRETA,1998-07-18,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002539017/PI,HTTPS://WWW.YOUTUBE.COM/@ANDRENOGUEIRATV | https://www.facebook.com/profile.php?id=61593841553322 | https://www.andrenogueirapiaui.com.br/ | HTTPS://WWW.INSTAGRAM.COM/ANDRENOGUEIRAPIAUI/ | HTTPS://WWW.INSTAGRAM.COM/ANDRENOGUEIRAOFC/,4900,556455.67,271122.96,80997.96,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002539017/2026/PI
180002539035,Superior completo,Advogado,Solteiro(a),PRETA,1996-09-14,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002539035/PI,HTTPS://WWW.INSTAGRAM.COM/GABRIELCOSTA_THE/,160000,,,,1989-12-31,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002539035/2026/PI
180002539030,Superior completo,Agente Administrativo,Divorciado(a),PARDA,1976-06-12,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002539030/PI,HTTPS://WWW.INSTAGRAM.COM/VALDELICE.SVIEIRA/,2195.51,217157.59,131323.57,125323.57,11/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002539030/2026/PI
180002539137,Ensino Fundamental completo,Comerciante,Divorciado(a),PARDA,1947-05-10,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002539137/PI,HTTPS://WWW.INSTAGRAM.COM/GILPARAIBANO/ | HTTPS://WWW.FACEBOOK.COM/GILPARAIBANOOFICIAL/?LOCALE=PT_BR,3158948.95,1425475.67,520173.15,408923.15,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002539137/2026/PI
180002539130,Superior completo,Agente Administrativo,Solteiro(a),PRETA,1996-06-07,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002539130/PI,HTTPS://WWW.INSTAGRAM.COM/JOTINHAPIAUI/ | https://www.instagram.com/opiauiense | https://www.youtube.com/@jotinhapiaui | https://www.jotinhapiaui.com.br | HTTPS://WWW.TIKTOK.COM/SEARCH?Q=JOTINHAPIAUI&T=1785787777833 | HTTPS://WWW.X.COM/JOTINHAPIAUI | https://www.facebook.com/jotinhapiaui | https://www.linktr.ee/jotinhapiaui,86816.97,637875.67,228942.97,58942.97,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002539130/2026/PI
180002539133,Superior completo,Empresário,Casado(a),BRANCA,1980-04-01,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002539133/PI,https://linktr.ee/atilalira | https://YOU TUBE ATILA LIRA | HTTPS://WWW.YOUTUBE.COM/CHANNEL/UCWQTWJS2POLNW6TVQ60DPDG | HTTPS://WWW.TIKTOK.COM/@ATILALIRAPIAUI | HTTPS://WWW.FACEBOOK.COM/ATILALIRAPI/ | https://INSTAGRAM @TOCOMATILA | https://KWAI ÁTILA LIRA | HTTPS://X.COM/ATILALIRAOF?LANG=EN | HTTPS://WWW.INSTAGRAM.COM/ATILALIRAPI | https://INSTAGRAM CANAL DO ATILA | HTTPS://WWW.THREADS.COM/@ATILALIRAPI | https://www.atila1110.com.br/,9665882.27,3000685.93,1725369.48,1289127.52,13/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002539133/2026/PI
180002533200,Superior completo,Bombeiro Militar,Divorciado(a),PARDA,1979-10-10,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002533200/PI,,54893.03,223406.15,154770.38,137061.48,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002533200/2026/PI
180002536455,Superior completo,Médico,Casado(a),BRANCA,1984-07-20,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002536455/PI,HTTPS://WWW.FACEBOOK.COM/RIBAMAR.BANDEIRA | HTTPS://WWW.INSTAGRAM.COM/RIBAMARBANDEIRAFILHO/,2334750.59,557863,360200.9,112831.4,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002536455/2026/PI
180002532480,Superior completo,Servidor Público Estadual,Casado(a),PARDA,1968-09-20,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002532480/PI,HTTPS://WWW.INSTAGRAM.COM/CARMELITACASTRO.SRN/ | HTTPS://WWW.FACEBOOK.COM/CARMELITA.CASTROPP/?REF=PROFILE_EDIT_XAV_IG_PROFILE_PAG,20000,49400.68,108930.5,10430.5,12/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002532480/2026/PI
180002534437,Ensino Fundamental completo,Agricultor,Casado(a),PARDA,1980-07-09,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002534437/PI,,117000,2800,319,319,09/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002534437/2026/PI
180002547869,Superior completo,Servidor Público Municipal,Solteiro(a),PRETA,1992-04-12,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002547869/PI,https://instagram.com/junior.missao.piaui,,3674.78,1085.25,1085.25,16/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002547869/2026/PI
180002547870,Superior incompleto,Empresário,Casado(a),PARDA,1999-02-08,https://divulgacandcontas.tse.jus.br/divulga/rest/arquivo/img/20322002026/180002547870/PI,HTTPS://INSTAGRAM.COM/ANGELOCARVALHOPI | https://instagram.com/angelocarvalhopi,,4512.92,4093.7,4093.7,14/09/2026,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/NORDESTE/PI/20322002026/180002547870/2026/PI
